sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
292330,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000292330.jpg,a dog sniffing a baseball,VCD Diffusion Noise,LLaVA,"The image features a large, colorful cat lying on the ground. The cat appears to be in a relaxed position, possibly resting or sleeping. The scene is set in a grassy area, with the cat occupying a significant portion",Other/Irrelevant Description
66817,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000066817.jpg,a plate of food with a glass of milk,VCD Diffusion Noise,BLIP-2,A plate of food with a fork and a cup of coffee,Other/Irrelevant Description
66817,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000066817.jpg,a plate of food with a glass of milk,VCD Diffusion Noise,LLaVA,"The image features a dining table with a plate of food on it. The plate contains a variety of food items, including a sandwich, a bowl, and a cup. The food appears to be a mix of different dishes, creating",Other/Irrelevant Description
435206,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000435206.jpg,people walking on a field with red circles,VCD Diffusion Noise,BLIP-2,A view of a beach with a pier and a sign,Other/Irrelevant Description
435206,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000435206.jpg,people walking on a field with red circles,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a beach scene. The beach is filled with several people, some of whom are standing near the water. The people are scattered across the beach, with some closer to the water and others further",Acknowledged Perturbation
259625,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000259625.jpg,an elephant in a zoo enclosure,VCD Diffusion Noise,BLIP-2,A zoo elephant is walking on a path,Other/Irrelevant Description
259625,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000259625.jpg,an elephant in a zoo enclosure,VCD Diffusion Noise,LLaVA,"The image features a large elephant walking down a street. The elephant is positioned in the center of the scene, and it appears to be the main focus of the image. The street is lined with trees, creating a ser",Other/Irrelevant Description
286458,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000286458.jpg,a suitcase with a picture of the contents,VCD Diffusion Noise,BLIP-2,A suitcase with a lot of stuff in it,Other/Irrelevant Description
286458,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000286458.jpg,a suitcase with a picture of the contents,VCD Diffusion Noise,LLaVA,"The image is a close-up of a room filled with various items. There are two TVs in the room, one on the left side and the other on the right side. A chair is placed in the middle of the room, and a",Other/Irrelevant Description
105335,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000105335.jpg,a bowl of food with a grid of squares,VCD Diffusion Noise,BLIP-2,A plate of food,Other/Irrelevant Description
105335,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000105335.jpg,a bowl of food with a grid of squares,VCD Diffusion Noise,LLaVA,"The image features a close-up of a plate filled with food, likely a meal of pasta. The plate is placed on a dining table, and the food appears to be a mix of pasta and other ingredients. The",Other/Irrelevant Description
205514,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000205514.jpg,a living room with a lot of red boxes around it,VCD Diffusion Noise,BLIP-2,"This is a room with a couch, a table, and a chair",Other/Irrelevant Description
205514,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000205514.jpg,a living room with a lot of red boxes around it,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a room with a chair and a couch. The room appears to be a living room or a similar space. The chair is located in the middle of the room, while the couch",Acknowledged Perturbation
350002,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000350002.jpg,a woman with makeup on her face,VCD Diffusion Noise,BLIP-2,a woman is sitting on a couch,Other/Irrelevant Description
350002,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000350002.jpg,a woman with makeup on her face,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated portrait of a woman. She is sitting down and appears to be wearing a dress. The woman is the main focus of the image, and her outfit and pose create a captivating scene.",Other/Irrelevant Description
78959,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000078959.jpg,a banana plant with red lines drawn around it,VCD Diffusion Noise,BLIP-2,The image is a photograph of a banana plant,Other/Irrelevant Description
78959,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000078959.jpg,a banana plant with red lines drawn around it,VCD Diffusion Noise,LLaVA,"The image features a tree with a large trunk, surrounded by a forest. The tree is located in the center of the scene, and its trunk appears to be a focal point. The tree is surrounded by a few other trees, creating",Other/Irrelevant Description
47769,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000047769.jpg,"a living room with a couch, a table, and a window",VCD Diffusion Noise,BLIP-2,This is a picture of a room in a house. The room is in a house. The room is in a house. The room is in a house. The room is in a house. The room is in a house. The room is in,Other/Irrelevant Description
47769,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000047769.jpg,"a living room with a couch, a table, and a window",VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a cityscape. The buildings in the scene are a mix of different colors, creating a vibrant and lively atmosphere. The buildings are arranged in a way that they appear to be",Other/Irrelevant Description
353096,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000353096.jpg,a computer monitor,VCD Diffusion Noise,BLIP-2,"A computer monitor, a keyboard, and a mouse",Ignored Perturbation
353096,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000353096.jpg,a computer monitor,VCD Diffusion Noise,LLaVA,"The image is a close-up of a computer monitor, showcasing its screen. The monitor is displaying a blue background, and the screen is filled with a pattern of blue and white dots. The monitor's screen is surrounded by a",Other/Irrelevant Description
108864,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000108864.jpg,two elephants in a field,VCD Diffusion Noise,BLIP-2,This is a picture of two elephants in a field,Ignored Perturbation
108864,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000108864.jpg,two elephants in a field,VCD Diffusion Noise,LLaVA,"The image features a large elephant standing in a grassy field. The elephant is positioned in the center of the scene, surrounded by a lush green environment. The image is a blend of a natural setting and a digital",Other/Irrelevant Description
434247,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000434247.jpg,a beach with a bunch of horses,VCD Diffusion Noise,BLIP-2,A beach with a few people on it,Other/Irrelevant Description
434247,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000434247.jpg,a beach with a bunch of horses,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a train on a track. The train appears to be a long, colorful train car, possibly a passenger train. The photo is somewhat distorted, giving it a unique and artistic",Acknowledged Perturbation
509131,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000509131.jpg,a fruit and vegetable display,VCD Diffusion Noise,BLIP-2,A table with a vase of flowers and a bowl of fruit,Other/Irrelevant Description
509131,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000509131.jpg,a fruit and vegetable display,VCD Diffusion Noise,LLaVA,"The image is a close-up of a dining table with various food items on it. There are several apples and oranges scattered across the table, with some of the apples placed closer to the front and others further back. The or",Other/Irrelevant Description
525600,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000525600.jpg,a giraffe with red lines around it,VCD Diffusion Noise,BLIP-2,This image is a photograph of a person standing in front of a building,Other/Irrelevant Description
525600,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000525600.jpg,a giraffe with red lines around it,VCD Diffusion Noise,LLaVA,"The image is a colorful, abstract art piece featuring a large ""H"" in the center. The artwork is composed of various shapes and colors, creating a visually striking piece. The ""H"" is surrounded by a mix of different shapes",Other/Irrelevant Description
399205,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000399205.jpg,a man standing next to a fence,VCD Diffusion Noise,BLIP-2,A man is standing on a sidewalk with a group of people,Other/Irrelevant Description
399205,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000399205.jpg,a man standing next to a fence,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a group of people standing outside. There are at least nine people in the scene, with some of them holding cell phones. The people are scattered throughout the image, with some standing closer to",Other/Irrelevant Description
460494,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000460494.jpg,a plate of food with a red plate,VCD Diffusion Noise,BLIP-2,A plate of food with a drink on a table,Other/Irrelevant Description
460494,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000460494.jpg,a plate of food with a red plate,VCD Diffusion Noise,LLaVA,"The image features a close-up of a red bowl filled with food. The bowl is placed on a dining table, and it appears to be a meal with a variety of ingredients. The food in the bowl consists",Other/Irrelevant Description
175364,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000175364.jpg,a kitchen with red circles around it,VCD Diffusion Noise,BLIP-2,A kitchen with a countertop and a sink,Other/Irrelevant Description
175364,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000175364.jpg,a kitchen with red circles around it,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a kitchen. The kitchen features a sink, a refrigerator, and a dining table. There are several books scattered throughout the kitchen, possibly cookbooks or other reading materials.",Acknowledged Perturbation
376625,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000376625.jpg,a street with a tram on it,VCD Diffusion Noise,BLIP-2,A street scene with a tram in the foreground and a person walking in the background,Other/Irrelevant Description
376625,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000376625.jpg,a street with a tram on it,VCD Diffusion Noise,LLaVA,"The image is a black and white photo of a city street with a trolley car driving down the road. The trolley is positioned in the middle of the scene, and it appears to be the main focus of the photo.",Other/Irrelevant Description
458663,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000458663.jpg,a kitchen with red circles around it,VCD Diffusion Noise,BLIP-2,This is a kitchen in a house,Other/Irrelevant Description
458663,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000458663.jpg,a kitchen with red circles around it,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated representation of a room with a window. The room appears to be a kitchen, as there is a sink and a refrigerator visible in the scene. The window is located in the middle of the",Other/Irrelevant Description
229311,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000229311.jpg,a kitchen with a sink and a window,VCD Diffusion Noise,BLIP-2,A kitchen with a sink and a window,Ignored Perturbation
